Gr_Liv_Area,First_Flr_SF,Second_Flr_SF,Total_Bsmt_SF,Low_Qual_Fin_SF,Wood_Deck_SF,Open_Porch_SF,Bsmt_Unf_SF,Mas_Vnr_Area,Garage_Cars,Garage_Area,Year_Built,TotRms_AbvGrd,Full_Bath,Overall_Qual,Kitchen_Qual,Fireplaces,Fireplace_Qu,Exter_Qual,Lot_Frontage,Lot_Area,Longitude,Latitude,Misc_Val,Year_Sold,Sale_Price
1734,1734,0,1587,0,52,50,846,0,2,528,1995,6,2,Very_Good,Good,0,No_Fireplace,Good,57,8013,-93.633024,42.061178,0,2009,239500
1718,885,833,832,0,0,94,832,40,2,427,1998,7,2,Good,Typical,1,Typical,Typical,74,10141,-93.639069,42.059129,0,2009,185000
1636,952,684,952,0,0,84,476,0,2,440,1998,7,2,Above_Average,Typical,1,Typical,Good,60,7500,-93.639069,42.059161,0,2009,191000
1571,799,772,799,0,0,40,799,0,2,380,1993,7,2,Above_Average,Typical,1,Typical,Good,59,7837,-93.636955,42.058274,0,2009,178000
1470,680,790,680,0,232,63,370,68,2,420,1993,6,2,Above_Average,Typical,1,Typical,Excellent,0,9765,-93.637046,42.058059,480,2009,185000
1593,808,785,808,0,342,40,808,0,2,389,1992,7,2,Above_Average,Typical,1,Typical,Typical,0,9636,-93.635753,42.05793,0,2009,178000
1481,702,779,702,0,0,36,702,0,2,343,1994,6,2,Above_Average,Typical,1,Typical,Typical,65,8125,-93.636822,42.058173,0,2009,174000
1167,1167,0,1158,0,120,26,598,106,2,400,1992,6,2,Above_Average,Good,0,No_Fireplace,Typical,0,9248,-93.636047,42.057854,0,2009,173000
1442,1442,0,1424,0,0,34,1424,0,2,500,1990,5,2,Good,Typical,0,No_Fireplace,Typical,99,11851,-93.634644,42.058747,0,2009,180500
2353,1153,1200,845,0,288,195,153,278,2,484,1980,10,2,Good,Excellent,1,Typical,Good,94,13005,-93.637343,42.053532,0,2009,260000
1586,1586,0,1362,0,192,0,1362,0,2,435,1979,7,2,Above_Average,Typical,1,Typical,Typical,48,17043,-93.636512,42.055408,0,2009,181000
1671,1671,0,1427,0,252,55,1064,101,2,484,1978,7,2,Above_Average,Typical,1,Typical,Typical,80,10928,-93.63745,42.052507,0,2009,200000
1472,1472,0,1372,0,233,48,336,225,2,588,1980,6,2,Good,Typical,2,Typical,Typical,0,14115,-93.634212,42.052719,0,2009,187500
2524,2524,0,2524,0,474,120,1420,0,2,542,1981,9,2,Very_Good,Good,1,Good,Good,80,9600,-93.633796,42.052915,0,2009,278000
1811,972,839,972,0,225,48,471,0,2,565,2002,7,2,Very_Good,Good,1,Good,Good,0,8470,-93.639366,42.049406,0,2009,235000
1621,1621,0,1621,0,0,0,120,161,2,478,1975,7,2,Average,Typical,2,Fair,Typical,0,9373,-93.632915,42.053166,0,2009,213000
1350,1350,0,1064,0,0,0,1064,174,2,478,1974,7,2,Above_Average,Typical,1,Typical,Typical,78,10140,-93.631432,42.05267,0,2009,165000
1792,896,896,896,0,32,45,896,0,0,0,1974,8,2,Average,Typical,0,No_Fireplace,Typical,60,9000,-93.625856,42.056398,0,2009,136000
1002,1002,0,1002,0,0,0,174,76,2,902,1970,5,1,Average,Typical,0,No_Fireplace,Typical,0,8750,-93.626554,42.054626,0,2009,148500
1026,1026,0,1026,0,171,48,115,0,2,440,1969,5,1,Above_Average,Good,0,No_Fireplace,Typical,61,7930,-93.628707,42.055228,0,2009,156000
864,864,0,864,0,200,0,624,0,2,576,1971,5,1,Below_Average,Typical,0,No_Fireplace,Typical,60,9000,-93.6223289,42.056461,0,2009,130000
987,483,504,483,0,0,0,79,425,1,288,1972,5,1,Above_Average,Typical,0,No_Fireplace,Typical,21,1680,-93.629456,42.051661,0,2009,97000
958,958,0,958,0,0,60,0,0,2,440,1976,5,2,Above_Average,Typical,0,No_Fireplace,Typical,0,4928,-93.627244,42.050615,0,2009,143750
1548,804,744,804,0,108,0,498,0,2,440,1976,7,2,Above_Average,Typical,1,Typical,Typical,24,2308,-93.624729,42.050705,0,2009,146000
1456,855,601,855,0,87,0,289,0,2,440,1976,7,2,Above_Average,Typical,1,Typical,Typical,24,2280,-93.624748,42.050705,0,2009,148500
1055,1055,0,1057,0,0,27,0,0,2,440,1975,4,2,Good,Typical,1,Fair,Typical,24,2280,-93.625945,42.050682,0,2009,123000
1456,855,601,855,0,0,28,466,0,2,440,1977,6,2,Above_Average,Typical,1,Typical,Typical,24,2349,-93.625846,42.050213,0,2009,137900
1548,804,744,804,0,108,0,484,0,2,440,1978,7,2,Above_Average,Typical,1,Typical,Typical,24,2364,-93.625688,42.05009,0,2009,147000
1441,855,586,855,0,28,0,544,0,2,440,1978,7,2,Above_Average,Typical,1,Typical,Typical,24,2289,-93.62569,42.050134,0,2009,148500
1456,855,601,855,0,147,0,576,0,2,440,1978,6,2,Above_Average,Typical,1,Typical,Good,24,2364,-93.625696,42.050222,0,2009,138000
836,836,0,836,0,150,20,300,0,1,345,1976,5,1,Good,Typical,0,No_Fireplace,Typical,24,2104,-93.625707,42.050397,0,2009,128500
1718,1718,0,1700,0,216,48,528,230,3,786,2006,7,2,Very_Excellent,Excellent,1,Good,Excellent,96,12456,-93.658877,42.0623099,0,2009,337500
2772,1794,978,1776,0,135,64,416,726,3,754,2007,10,3,Excellent,Excellent,3,Good,Excellent,110,14257,-93.6562749,42.063304,0,2009,462000
2402,2402,0,3094,0,0,72,788,200,3,672,2008,10,2,Very_Excellent,Excellent,2,Good,Excellent,105,15431,-93.657828,42.061902,0,2009,555000
2184,1130,1054,1104,0,0,102,168,154,3,836,2008,10,2,Excellent,Excellent,1,Good,Excellent,96,11308,-93.652863,42.062942,0,2009,335000
2020,2020,0,2020,0,192,98,788,450,3,896,2008,7,2,Excellent,Excellent,1,Good,Excellent,95,12350,-93.654439,42.062258,0,2009,404000
2674,2674,0,2630,0,360,50,342,472,3,762,2007,8,2,Very_Excellent,Excellent,2,Good,Excellent,105,13693,-93.657835,42.062789,0,2009,610000
1736,1736,0,1736,0,319,90,1736,302,3,834,2008,7,2,Excellent,Excellent,1,Good,Excellent,95,11578,-93.654437,42.062108,0,2009,360000
1782,1782,0,1782,0,99,82,251,238,3,932,2004,7,2,Very_Good,Good,2,Good,Good,129,16870,-93.658854,42.060934,0,2009,296000
1808,1808,0,1774,0,200,26,632,285,3,850,2008,7,2,Excellent,Excellent,1,Good,Excellent,102,13514,-93.652084,42.061678,0,2009,324000
2224,1462,762,1462,0,184,0,292,216,3,738,2004,10,2,Excellent,Excellent,1,Good,Good,74,8834,-93.654652,42.060426,0,2009,350000
1836,1836,0,1836,0,125,185,797,42,3,862,2004,7,2,Very_Good,Good,1,Good,Good,107,11362,-93.652724,42.060178,0,2009,280000
1629,1629,0,3206,0,0,0,1603,296,3,880,2003,7,2,Very_Good,Good,1,Good,Good,85,10655,-93.6541267,42.0599123,0,2009,284000
1760,1760,0,1760,0,165,190,498,418,2,583,2003,8,2,Good,Good,1,Good,Good,90,12878,-93.6547754,42.0598989,0,2009,269500
2392,2392,0,2392,0,248,105,2336,922,3,968,2003,8,2,Very_Excellent,Excellent,1,Excellent,Excellent,103,13472,-93.65604,42.059241,0,2009,386250
2452,2452,0,2452,0,0,116,480,724,3,886,2003,10,2,Excellent,Excellent,1,Good,Good,110,15274,-93.65486,42.058782,0,2009,445000
2400,1105,1295,1082,0,114,40,1082,186,3,730,2003,10,3,Very_Good,Good,1,Good,Good,96,13262,-93.6545189,42.058886,0,2009,290000
1606,1606,0,1598,0,230,60,1598,383,3,871,2006,6,2,Very_Good,Good,1,Good,Good,70,9658,-93.65048,42.0592,0,2009,255900
1358,1358,0,1358,0,192,36,522,240,2,484,2005,6,2,Above_Average,Good,1,Good,Good,47,6904,-93.649779,42.059177,0,2009,213000
1306,1306,0,1306,0,170,63,406,135,2,624,2005,5,2,Above_Average,Good,1,Good,Good,34,5381,-93.649743,42.059179,0,2009,196000
1314,1314,0,1314,0,172,62,410,166,2,626,2007,6,2,Good,Good,1,Good,Good,34,5001,-93.650244,42.058336,0,2009,230000
2200,2200,0,2200,0,208,55,643,470,3,685,2003,8,2,Very_Good,Excellent,1,Good,Good,117,15262,-93.6552449,42.05851,0,2009,382500
1712,1712,0,1712,0,218,183,516,270,3,701,2002,8,2,Very_Good,Good,1,Good,Good,129,16770,-93.654405,42.057019,0,2009,286500
1324,1324,0,1324,0,192,38,461,176,2,550,2006,6,2,Very_Good,Good,1,Good,Good,48,6240,-93.6514849,42.056983,0,2009,254000
1405,1405,0,1405,0,148,36,1405,163,2,478,2003,6,2,Good,Good,1,Typical,Good,48,3480,-93.651014,42.057277,0,2009,173000
1626,764,862,764,0,0,27,197,106,2,474,2003,6,2,Good,Good,0,No_Fireplace,Good,36,2268,-93.650238,42.057467,0,2009,173000
1456,728,728,728,0,100,0,728,0,2,390,2005,8,2,Good,Good,1,Good,Good,63,10928,-93.645752,42.06232,0,2009,184000
1490,745,745,745,0,36,20,745,0,2,392,2005,7,2,Above_Average,Good,1,Good,Good,57,8918,-93.64466,42.063183,0,2009,167800
1560,684,876,684,0,100,38,684,0,2,400,2005,6,2,Above_Average,Good,1,Good,Good,122,11911,-93.645627,42.062404,0,2009,174000
1555,1555,0,1373,0,143,20,1373,130,3,660,2007,7,2,Good,Good,1,Typical,Good,53,3684,-93.641561,42.062562,0,2009,174000
1569,1569,0,1386,0,143,20,398,130,3,660,2007,7,2,Good,Good,1,Typical,Good,51,3635,-93.641515,42.062557,0,2009,175900
1220,1220,0,1220,0,100,16,1204,16,2,397,2005,5,2,Good,Good,1,Good,Good,43,3182,-93.642911,42.062081,0,2009,180000
1432,716,716,716,0,100,51,291,0,2,432,2004,6,2,Good,Good,1,Good,Good,71,7795,-93.642749,42.061562,0,2009,188500
1374,744,630,384,0,100,0,384,0,2,400,2004,6,2,Good,Good,1,Good,Good,59,9434,-93.644106,42.061739,0,2009,170000
1630,868,762,868,0,120,48,868,200,2,436,2004,7,2,Good,Good,1,Good,Good,62,7984,-93.641772,42.061149,0,2009,189500
1342,698,644,698,0,100,56,204,0,2,393,2003,7,2,Good,Good,1,Typical,Good,0,8174,-93.640065,42.063283,0,2009,178000
2054,1022,1032,992,0,24,48,297,40,2,390,2000,7,2,Above_Average,Good,1,Typical,Good,0,12224,-93.641919,42.059068,0,2009,244000
1514,819,695,794,0,0,72,111,0,2,394,2000,7,2,Above_Average,Typical,1,Typical,Typical,42,8433,-93.641313,42.057834,0,2009,190000
1430,774,656,384,0,0,0,384,0,2,400,1999,7,2,Good,Typical,1,Typical,Typical,62,7750,-93.641303,42.057833,0,2009,156000
2312,1223,1089,1177,0,298,0,264,210,3,658,1999,8,2,Good,Good,1,Typical,Good,0,15896,-93.641367,42.057098,0,2009,245000
1675,892,783,841,0,0,103,841,0,2,502,1999,7,2,Above_Average,Typical,1,Typical,Typical,0,24682,-93.641397,42.057093,0,2009,181000
1430,774,656,384,0,0,0,384,0,2,410,1999,7,2,Good,Typical,1,Typical,Typical,64,7848,-93.640879,42.058668,0,2009,168000
2365,1268,1097,1252,0,0,128,89,673,3,856,1999,8,2,Very_Good,Good,1,Good,Good,82,9430,-93.65429,42.053749,0,2009,337000
2794,1490,1304,1462,0,0,146,773,506,3,810,1995,9,2,Very_Good,Excellent,1,Typical,Good,174,15138,-93.657163,42.053911,0,2009,403000
2687,1466,1221,1455,0,252,30,282,150,3,810,2000,10,2,Very_Good,Good,2,Typical,Good,106,12720,-93.650957,42.055626,0,2009,327000
2450,1310,1140,1284,0,0,126,503,731,3,1069,1998,7,2,Very_Good,Good,1,Typical,Good,0,16545,-93.652608,42.053441,0,2009,340000
2612,1276,1336,1225,0,250,0,371,975,3,676,1998,8,2,Very_Good,Good,1,Typical,Good,98,12203,-93.65238,42.053041,0,2009,336000
2063,2063,0,2024,0,182,56,262,634,3,815,1994,7,2,Very_Good,Good,2,Good,Good,0,10750,-93.655988,42.050411,0,2009,315000
2646,1372,1274,1347,0,340,60,360,256,3,656,1993,9,2,Good,Good,1,Typical,Good,90,9900,-93.654048,42.049701,0,2009,260000
2232,1215,1017,1173,0,173,165,549,372,2,623,1993,8,2,Very_Good,Good,1,Typical,Good,0,11692,-93.652117,42.050215,0,2009,263550
1850,979,871,973,0,168,98,378,0,2,467,1994,7,2,Good,Good,1,Good,Good,0,29959,-93.650822,42.050971,0,2009,248000
1696,1696,0,1696,0,120,56,1696,240,3,972,2008,7,2,Very_Good,Good,0,No_Fireplace,Good,86,11194,-93.64247,42.055036,0,2009,275000
1658,1658,0,1614,0,144,44,1614,294,3,726,2008,7,2,Very_Good,Good,1,Good,Good,78,10206,-93.642553,42.054302,0,2009,257500
1432,1432,0,1422,0,297,50,1043,206,2,492,2006,7,2,Very_Good,Good,1,Good,Good,76,9139,-93.64236,42.053212,0,2009,245000
2490,2490,0,2458,0,70,226,300,198,3,795,2005,9,2,Excellent,Excellent,2,Good,Excellent,85,11128,-93.641296,42.053108,0,2009,468000
1590,786,804,768,0,0,30,768,0,2,676,2008,6,2,Very_Good,Good,0,No_Fireplace,Good,75,9000,-93.6504,42.051797,0,2009,210000
1402,1402,0,1402,0,205,126,1402,0,2,625,2008,7,2,Good,Good,0,No_Fireplace,Good,72,8640,-93.650338,42.051652,0,2009,229800
1530,1530,0,1530,0,212,136,1530,120,3,984,2007,7,2,Excellent,Good,1,Good,Good,112,12606,-93.648275,42.050406,0,2009,250000
1448,1448,0,1372,0,0,140,1348,238,2,692,2006,6,2,Very_Good,Good,1,Good,Good,75,7500,-93.648778,42.051795,0,2009,238500
2007,1026,981,1017,0,168,52,252,160,3,812,2008,10,2,Very_Excellent,Excellent,1,Excellent,Excellent,85,11003,-93.643001,42.052337,0,2009,310000
1953,1082,871,1082,0,160,50,1082,0,3,1043,2005,9,2,Very_Good,Good,1,Good,Good,85,10574,-93.643842,42.052127,0,2009,252000
1662,1662,0,1652,0,168,120,222,0,3,711,2006,8,2,Good,Excellent,1,Good,Good,85,10625,-93.640847,42.052122,0,2009,291000
2094,912,1182,912,0,182,182,912,0,2,615,2003,8,2,Good,Good,1,Good,Good,75,9375,-93.641746,42.051414,0,2009,263000
1553,1553,0,1553,0,192,88,422,0,2,588,2003,6,2,Good,Good,0,No_Fireplace,Good,68,8736,-93.641501,42.051251,0,2009,234500
1141,1141,0,1141,0,182,0,1087,0,2,484,2006,6,1,Good,Good,0,No_Fireplace,Good,63,7500,-93.692017,42.037611,0,2009,152000
1812,871,941,835,0,146,91,835,0,2,478,2004,8,2,Good,Good,0,No_Fireplace,Good,96,10628,-93.69143,42.036001,0,2009,193000
1512,1512,0,1512,0,210,36,222,264,3,845,2004,6,2,Very_Good,Good,0,No_Fireplace,Good,76,10141,-93.691506,42.036011,0,2009,203000
1200,1200,0,1176,0,0,41,343,0,2,555,2003,5,2,Good,Good,0,No_Fireplace,Good,67,10083,-93.691707,42.035282,0,2009,184900
1114,1114,0,1114,0,248,102,1114,0,2,576,2004,6,1,Good,Good,0,No_Fireplace,Good,63,13072,-93.691868,42.037923,0,2009,159000
1114,1114,0,1114,0,0,39,1114,0,0,0,2004,6,1,Average,Good,0,No_Fireplace,Typical,63,13072,-93.691068,42.038127,0,2009,142000
1114,1114,0,1114,0,0,42,278,0,2,576,2003,6,2,Average,Good,0,No_Fireplace,Typical,60,12450,-93.690159,42.037756,0,2009,153000
1434,1434,0,1454,0,290,39,1434,0,2,527,2001,6,2,Good,Good,1,Typical,Good,65,8529,-93.6888,42.036905,0,2009,189000
1730,833,897,816,0,0,91,400,0,2,528,1992,6,2,Above_Average,Good,0,No_Fireplace,Good,70,7703,-93.687843,42.036576,0,2009,171500
1332,1332,0,1332,0,0,60,1332,0,2,542,1990,5,2,Above_Average,Good,0,No_Fireplace,Good,50,7175,-93.686267,42.035518,0,2009,145000
1882,964,918,0,0,0,0,0,0,2,612,1981,8,2,Above_Average,Typical,2,Typical,Typical,75,8250,-93.683957,42.035756,0,2009,160000
841,841,0,721,0,250,0,721,0,1,294,1950,4,1,Below_Average,Typical,0,No_Fireplace,Fair,60,8400,-93.6790752,42.0365385,0,2009,82000
784,784,0,784,0,0,0,784,0,2,360,1928,5,1,Above_Average,Typical,0,No_Fireplace,Typical,60,9000,-93.680198,42.035287,0,2009,76000
980,980,0,980,0,0,28,28,0,2,400,1962,5,1,Average,Typical,0,No_Fireplace,Typical,63,9750,-93.676364,42.035806,0,2009,110000
980,980,0,980,0,192,0,420,153,2,484,1977,6,1,Average,Typical,0,No_Fireplace,Typical,71,7064,-93.677008,42.034747,0,2009,135000
864,864,0,864,0,0,312,204,0,2,732,1961,5,1,Average,Typical,0,No_Fireplace,Typical,0,8499,-93.674051,42.034615,0,2009,141000
912,912,0,912,0,0,0,288,0,1,300,1963,6,1,Average,Good,0,No_Fireplace,Good,0,7791,-93.669538,42.035331,0,2009,129000
864,864,0,864,0,0,0,0,0,1,360,1965,5,1,Average,Typical,1,Poor,Typical,60,8281,-93.669707,42.034602,0,2009,62383
2014,2014,0,2014,0,462,0,189,115,3,864,1980,6,2,Very_Good,Good,2,Good,Good,0,15676,-93.660327,42.037236,0,2009,275000
1755,975,780,975,0,502,60,158,196,2,524,1991,7,2,Good,Good,1,Typical,Good,0,11949,-93.650333,42.047669,0,2009,235000
3005,1376,1629,1376,0,0,177,1376,0,3,704,2004,9,2,Good,Good,1,Typical,Good,32,2880,-93.647765,42.047627,0,2009,280750
1256,1256,0,1145,0,0,169,183,252,2,641,2008,5,1,Above_Average,Good,1,Good,Good,0,4217,-93.646916,42.047253,0,2009,195000
1512,756,756,756,0,0,32,249,513,2,440,2000,4,2,Above_Average,Good,0,No_Fireplace,Good,34,2998,-93.64566,42.046144,0,2009,180000
1226,1226,0,1226,0,133,78,266,0,2,484,1981,4,1,Very_Good,Good,2,Typical,Good,61,3782,-93.649358,42.042652,0,2009,211500
1740,1740,0,1740,0,228,20,1619,0,2,540,1981,7,1,Good,Good,0,No_Fireplace,Good,110,15417,-93.648057,42.043553,0,2009,241600
1620,1620,0,1281,0,120,78,165,0,2,490,1976,8,2,Below_Average,Typical,1,Typical,Typical,0,9991,-93.65921,42.034509,0,2009,150000
2090,1107,983,1107,0,235,204,216,240,2,484,1973,7,2,Good,Typical,2,Typical,Typical,0,10382,-93.631971,42.048761,350,2009,200000
1395,735,660,723,0,294,116,130,0,2,497,1972,6,1,Above_Average,Typical,1,Typical,Typical,0,12936,-93.631519,42.047652,0,2009,162000
2640,1271,1369,932,0,0,120,932,256,2,515,1967,8,2,Above_Average,Good,1,Typical,Typical,80,10400,-93.633163,42.046476,0,2009,256900
1336,1336,0,1288,0,312,11,588,128,2,502,1969,6,2,Average,Typical,1,Fair,Typical,80,9600,-93.632537,42.045806,650,2009,163000
2288,1316,972,908,0,321,72,476,283,2,520,1977,8,1,Good,Good,2,Typical,Typical,0,13774,-93.637964,42.043236,0,2009,230000
1334,1334,0,1350,0,0,16,664,360,2,630,1977,6,2,Above_Average,Typical,1,Typical,Typical,80,9650,-93.637905,42.043842,0,2009,167900
1680,1680,0,1650,0,78,73,379,0,2,583,1998,7,2,Good,Good,1,Typical,Good,78,10140,-93.632647,42.043673,0,2009,213250
925,925,0,925,0,0,0,121,0,1,429,1965,5,1,Average,Typical,0,No_Fireplace,Typical,70,9100,-93.624612,42.046635,0,2009,117500
1320,1320,0,1232,0,0,20,270,509,2,495,1971,5,2,Above_Average,Typical,1,Good,Typical,0,16500,-93.627416,42.043935,0,2009,172500
1342,1342,0,1372,0,0,0,491,0,2,457,1967,7,2,Above_Average,Typical,1,Good,Typical,0,9790,-93.625775,42.043145,0,2009,161500
894,894,0,894,0,0,0,160,0,2,396,1960,5,1,Below_Average,Typical,1,Poor,Typical,60,7436,-93.622991,42.043135,0,2009,141500
1362,1362,0,1040,0,0,0,265,160,3,768,1957,6,1,Below_Average,Typical,1,Good,Typical,0,9450,-93.622635,42.044774,0,2009,140000
1728,1728,0,1048,0,0,99,222,70,2,576,1956,7,2,Average,Typical,1,Good,Typical,0,13495,-93.622476,42.044926,0,2009,177625
1516,1516,0,1516,0,0,0,975,180,2,472,1964,6,1,Above_Average,Typical,0,No_Fireplace,Typical,100,10004,-93.629415,42.040645,0,2009,167000
1154,1154,0,1154,0,0,58,184,200,2,480,1966,6,1,Average,Typical,1,Poor,Typical,0,11000,-93.627836,42.040011,0,2009,154000
2140,825,1315,744,0,0,40,356,0,2,549,1965,7,2,Average,Typical,1,Typical,Typical,0,8970,-93.627985,42.039902,0,2009,177500
1445,1445,0,1127,0,180,0,563,115,2,645,1964,7,1,Above_Average,Typical,1,Fair,Typical,0,12095,-93.626979,42.040888,0,2009,158000
1041,1041,0,1041,0,224,88,50,132,1,270,1959,6,1,Average,Typical,0,No_Fireplace,Typical,80,9600,-93.624581,42.041104,0,2009,124500
960,960,0,960,0,0,70,613,0,1,330,1955,5,1,Average,Typical,0,No_Fireplace,Typical,68,9768,-93.621699,42.038596,0,2009,122000
1203,979,224,709,0,0,0,524,161,1,352,1950,5,1,Average,Good,1,Typical,Typical,0,7015,-93.62919,42.035443,0,2009,110000
1505,1505,0,1505,0,0,0,481,90,2,505,1953,6,1,Above_Average,Typical,1,Typical,Typical,128,12160,-93.625633,42.03464,0,2009,149500
1691,1691,0,1680,0,0,67,507,0,2,550,1967,5,1,Above_Average,Typical,0,No_Fireplace,Good,90,9900,-93.62568,42.036182,0,2009,175000
1644,1644,0,1416,0,110,0,131,238,2,418,1953,7,1,Above_Average,Typical,2,Good,Typical,80,9600,-93.623705,42.034741,0,2009,167000
1668,1112,556,856,0,0,0,736,0,1,271,1950,6,1,Above_Average,Typical,0,No_Fireplace,Typical,80,9600,-93.622644,42.035951,0,2009,140000
1113,1113,0,1113,0,0,80,506,0,1,264,1950,5,1,Average,Good,1,Good,Good,80,9600,-93.622494,42.036178,0,2009,147000
1584,1584,0,1584,0,0,152,1584,0,3,792,1967,8,2,Average,Typical,0,No_Fireplace,Typical,65,8944,-93.619673,42.049306,0,2009,124000
1453,1453,0,1453,0,0,49,141,3,2,530,1961,6,2,Above_Average,Typical,1,Typical,Typical,92,10573,-93.617963,42.048294,0,2009,187500
1394,1394,0,1394,0,0,76,785,247,2,514,1963,6,1,Above_Average,Typical,2,Good,Typical,0,9500,-93.615686,42.046827,0,2009,159000
1567,1567,0,1562,0,0,110,175,210,2,542,1966,5,2,Above_Average,Good,2,Good,Typical,80,14695,-93.615602,42.048608,0,2009,256000
1986,1186,800,768,0,0,42,314,176,2,486,1965,7,2,Good,Typical,3,Fair,Typical,85,13600,-93.615558,42.048724,0,2009,205000
2142,1182,960,896,0,0,72,448,576,1,509,1968,8,2,Above_Average,Good,1,Good,Typical,100,13000,-93.614619,42.04806,0,2009,193500
1144,1144,0,1169,0,257,0,313,164,1,286,1956,6,1,Average,Typical,0,No_Fireplace,Good,73,8760,-93.618784,42.043966,0,2009,150000
988,988,0,988,0,156,0,280,0,1,297,1959,6,2,Above_Average,Good,0,No_Fireplace,Good,66,9240,-93.616434,42.044083,0,2009,149500
1632,1632,0,1240,0,289,0,0,183,1,338,1958,6,2,Above_Average,Typical,1,Good,Typical,80,9600,-93.614751,42.045473,0,2009,139000
1215,1215,0,1215,0,0,0,630,176,1,297,1958,6,1,Above_Average,Typical,0,No_Fireplace,Typical,66,12400,-93.614059,42.044914,0,2009,155000
1382,1382,0,1382,0,280,0,727,0,1,350,1955,6,1,Average,Good,0,No_Fireplace,Typical,70,8750,-93.61588,42.042233,0,2009,153000
1382,1382,0,1362,0,0,0,0,399,2,884,1962,6,1,Above_Average,Typical,1,Typical,Typical,120,19296,-93.620016,42.040931,0,2009,176000
1866,1866,0,1866,0,0,0,1866,657,2,495,1958,8,2,Average,Typical,0,No_Fireplace,Typical,76,9482,-93.6165473,42.0404571,0,2009,135000
1062,1062,0,1062,0,0,0,572,80,1,297,1954,6,1,Above_Average,Typical,0,No_Fireplace,Typical,53,8128,-93.618549,42.039674,0,2009,131000
1363,1363,0,1008,0,324,42,178,70,1,288,1951,6,1,Average,Typical,2,Typical,Good,75,14559,-93.617207,42.037122,2000,2009,164900
1031,1031,0,1031,0,0,0,100,0,1,230,1952,5,1,Average,Good,0,No_Fireplace,Good,60,7626,-93.618605,42.034918,0,2009,145500
1210,1210,0,0,0,208,0,0,140,1,616,1953,7,1,Average,Typical,0,No_Fireplace,Typical,75,9533,-93.618607,42.034686,0,2009,102900
1352,676,676,676,0,187,0,676,0,2,720,1939,7,2,Average,Good,0,No_Fireplace,Typical,60,10800,-93.61239,42.037144,0,2009,149000
792,792,0,768,0,316,0,768,0,1,240,1924,5,1,Average,Good,0,No_Fireplace,Good,52,9022,-93.614049,42.036015,0,2009,109500
1690,930,760,560,0,0,0,560,0,2,624,1910,5,2,Good,Good,0,No_Fireplace,Good,60,7200,-93.613899,42.034574,0,2009,156500
1374,840,534,840,0,0,0,420,0,1,338,1920,6,1,Below_Average,Typical,0,No_Fireplace,Fair,90,5400,-93.61203,42.0347398,0,2009,105000
846,846,0,720,0,0,0,720,0,2,576,1920,4,1,Average,Good,0,No_Fireplace,Typical,60,10800,-93.612253,42.035257,0,2009,106000
725,725,0,630,0,0,30,630,0,1,320,1890,4,1,Fair,Typical,0,No_Fireplace,Typical,60,10800,-93.612254,42.03528,0,2009,78500
2544,1248,1296,1248,0,0,0,1248,480,3,907,1969,12,2,Above_Average,Typical,0,No_Fireplace,Typical,81,9671,-93.610355,42.0417879,0,2009,190000
1380,1380,0,1380,0,0,0,996,295,1,364,1963,6,1,Above_Average,Typical,0,No_Fireplace,Typical,83,10143,-93.607655,42.04015,0,2009,154000
1040,1040,0,1040,0,0,0,108,0,2,480,1967,6,1,Above_Average,Typical,1,Poor,Fair,77,11500,-93.610588,42.040295,0,2009,163000
951,951,0,951,0,0,0,206,0,2,480,1958,6,1,Above_Average,Good,0,No_Fireplace,Good,62,8010,-93.608196,42.038509,450,2009,143500
1105,1105,0,1105,0,0,0,559,143,1,308,1957,5,1,Above_Average,Typical,0,No_Fireplace,Typical,90,10454,-93.608927,42.038349,0,2009,135000
1306,1306,0,992,0,0,0,132,0,1,756,1957,5,1,Average,Typical,0,No_Fireplace,Typical,64,8712,-93.609226,42.039047,0,2009,153000
1478,1478,0,1478,0,0,40,208,30,2,498,1960,6,2,Above_Average,Typical,2,Good,Typical,0,17600,-93.606573,42.040766,0,2009,157500
1142,1142,0,160,0,0,28,160,82,1,384,1958,5,1,Above_Average,Typical,1,Good,Typical,80,9000,-93.60552,42.038811,0,2009,113500
1268,1036,0,832,232,0,28,457,0,1,288,1949,6,1,Average,Typical,1,Good,Good,60,12144,-93.609059,42.037129,0,2009,133000
1040,1040,0,0,0,0,0,0,0,2,400,1950,6,2,Fair,Typical,0,No_Fireplace,Typical,60,8544,-93.608977,42.035712,0,2009,92900
1041,1041,0,1041,0,0,0,1041,0,1,294,1958,6,1,Average,Typical,0,No_Fireplace,Typical,71,7350,-93.606891,42.03602,0,2009,128000
732,732,0,732,0,0,68,0,0,1,240,1952,4,1,Average,Typical,0,No_Fireplace,Typical,60,7200,-93.607814,42.03572,0,2009,118900
1461,832,629,832,0,0,204,832,0,1,384,1949,6,2,Below_Average,Typical,0,No_Fireplace,Typical,60,10800,-93.609945,42.0347542,0,2009,133500
1806,993,813,780,0,0,55,780,420,2,483,1964,8,1,Above_Average,Typical,0,No_Fireplace,Typical,76,7570,-93.604987,42.037049,0,2009,144750
941,941,0,941,0,0,40,0,124,2,564,1978,4,1,Average,Good,0,No_Fireplace,Typical,75,8604,-93.604047,42.038948,0,2009,145000
894,894,0,894,0,0,0,894,0,1,308,1962,5,1,Average,Typical,0,No_Fireplace,Typical,60,6600,-93.603701,42.035287,0,2009,109500
